Member_number,Date,itemDescription,Day,Day_Name,Month,Is_Weekend
1603,2014-03-16,flour,Sunday,Sunday,March,True
1107,2014-08-13,whole milk,Wednesday,Wednesday,August,False
2272,2014-07-25,yogurt,Friday,Friday,July,False
4705,2014-04-12,female sanitary products,Saturday,Saturday,April,True
1811,2014-08-16,long life bakery product,Saturday,Saturday,August,True
2772,2014-08-03,whipped/sour cream,Sunday,Sunday,August,True
4412,2014-12-09,specialty chocolate,Tuesday,Tuesday,December,False
1219,2014-10-02,canned beer,Thursday,Thursday,October,False
4435,2014-10-17,domestic eggs,Friday,Friday,October,False
2715,2014-01-28,newspapers,Tuesday,Tuesday,January,False
2121,2014-11-03,chocolate,Monday,Monday,November,False
2802,2014-04-27,chocolate,Sunday,Sunday,April,True
1741,2014-07-19,margarine,Saturday,Saturday,July,True
4278,2014-07-03,soda,Thursday,Thursday,July,False
1634,2014-02-10,fruit/vegetable juice,Monday,Monday,February,False
3856,2014-02-08,yogurt,Saturday,Saturday,February,True
3029,2014-10-19,vinegar,Sunday,Sunday,October,True
3361,2014-06-23,softener,Monday,Monday,June,False
4613,2014-07-17,fruit/vegetable juice,Thursday,Thursday,July,False
1805,2014-11-11,soda,Tuesday,Tuesday,November,False
2147,2014-05-02,soda,Friday,Friday,May,False
1864,2014-04-29,domestic eggs,Tuesday,Tuesday,April,False
2789,2014-09-19,flour,Friday,Friday,September,False
2296,2014-06-12,domestic eggs,Thursday,Thursday,June,False
1526,2014-05-11,sugar,Sunday,Sunday,May,True
4951,2014-05-10,newspapers,Saturday,Saturday,May,True
3809,2014-05-11,red/blush wine,Sunday,Sunday,May,True
2685,2014-12-06,rolls/buns,Saturday,Saturday,December,True
1107,2014-07-22,rolls/buns,Tuesday,Tuesday,July,False
4264,2014-07-20,soft cheese,Sunday,Sunday,July,True
4974,2014-11-05,root vegetables,Wednesday,Wednesday,November,False
1081,2014-02-11,beverages,Tuesday,Tuesday,February,False
1111,2014-05-07,other vegetables,Wednesday,Wednesday,May,False
4683,2014-06-30,oil,Monday,Monday,June,False
2835,2014-11-21,rolls/buns,Friday,Friday,November,False
4123,2014-07-07,bottled water,Monday,Monday,July,False
1613,2014-08-02,whole milk,Saturday,Saturday,August,True
3361,2014-01-14,white wine,Tuesday,Tuesday,January,False
3425,2014-07-02,pastry,Wednesday,Wednesday,July,False
3617,2014-08-02,brown bread,Saturday,Saturday,August,True
4669,2014-08-05,specialty chocolate,Tuesday,Tuesday,August,False
1922,2014-07-02,bottled water,Wednesday,Wednesday,July,False
2947,2014-03-03,bottled water,Monday,Monday,March,False
3953,2014-05-13,red/blush wine,Tuesday,Tuesday,May,False
1169,2014-04-15,napkins,Tuesday,Tuesday,April,False
4192,2014-02-17,whole milk,Monday,Monday,February,False
1239,2014-08-02,roll products ,Saturday,Saturday,August,True
3041,2014-02-18,pastry,Tuesday,Tuesday,February,False
2520,2014-01-16,canned fruit,Thursday,Thursday,January,False
2426,2014-09-12,root vegetables,Friday,Friday,September,False
1235,2014-11-05,dog food,Wednesday,Wednesday,November,False
3799,2014-09-17,whipped/sour cream,Wednesday,Wednesday,September,False
1124,2014-03-05,bottled beer,Wednesday,Wednesday,March,False
3035,2014-04-16,male cosmetics,Wednesday,Wednesday,April,False
4832,2014-12-18,specialty bar,Thursday,Thursday,December,False
2394,2014-02-24,whipped/sour cream,Monday,Monday,February,False
4185,2014-11-20,rolls/buns,Thursday,Thursday,November,False
1832,2014-09-01,spread cheese,Monday,Monday,September,False
2666,2014-04-11,frozen vegetables,Friday,Friday,April,False
4686,2014-11-24,whipped/sour cream,Monday,Monday,November,False
2120,2014-01-21,soda,Tuesday,Tuesday,January,False
1186,2014-02-09,soda,Sunday,Sunday,February,True
2377,2014-02-13,pastry,Thursday,Thursday,February,False
3675,2014-07-13,butter milk,Sunday,Sunday,July,True
4211,2014-05-02,rolls/buns,Friday,Friday,May,False
2832,2014-08-04,curd,Monday,Monday,August,False
4811,2014-09-12,bottled water,Friday,Friday,September,False
3619,2014-12-21,cat food,Sunday,Sunday,December,True
1722,2014-10-13,butter,Monday,Monday,October,False
1681,2014-04-20,butter,Sunday,Sunday,April,True
4097,2014-07-14,other vegetables,Monday,Monday,July,False
3878,2014-04-19,misc. beverages,Saturday,Saturday,April,True
4983,2014-06-21,root vegetables,Saturday,Saturday,June,True
3100,2014-08-11,margarine,Monday,Monday,August,False
1680,2014-12-10,specialty bar,Wednesday,Wednesday,December,False
2041,2014-09-10,dessert,Wednesday,Wednesday,September,False
3006,2014-01-06,waffles,Monday,Monday,January,False
1445,2014-01-23,pip fruit,Thursday,Thursday,January,False
2920,2014-12-03,canned beer,Wednesday,Wednesday,December,False
3495,2014-10-22,domestic eggs,Wednesday,Wednesday,October,False
4401,2014-10-09,bottled water,Thursday,Thursday,October,False
1219,2014-07-03,red/blush wine,Thursday,Thursday,July,False
4331,2014-05-25,coffee,Sunday,Sunday,May,True
2881,2014-06-01,butter milk,Sunday,Sunday,June,True
2475,2014-01-02,roll products ,Thursday,Thursday,January,False
1171,2014-09-04,brown bread,Thursday,Thursday,September,False
2137,2014-01-19,UHT-milk,Sunday,Sunday,January,True
1180,2014-02-02,frozen potato products,Sunday,Sunday,February,True
2679,2014-11-14,yogurt,Friday,Friday,November,False
2025,2014-09-04,cat food,Thursday,Thursday,September,False
2394,2014-05-20,canned beer,Tuesday,Tuesday,May,False
1472,2014-11-05,yogurt,Wednesday,Wednesday,November,False
2197,2014-07-06,long life bakery product,Sunday,Sunday,July,True
4824,2014-06-19,cream,Thursday,Thursday,June,False
2322,2014-01-19,sweet spreads,Sunday,Sunday,January,True
4639,2014-11-22,butter milk,Saturday,Saturday,November,True
3544,2014-07-13,house keeping products,Sunday,Sunday,July,True
1256,2014-06-17,tea,Tuesday,Tuesday,June,False
2456,2014-03-15,pastry,Saturday,Saturday,March,True
3728,2014-10-28,whipped/sour cream,Tuesday,Tuesday,October,False
2619,2014-01-12,shopping bags,Sunday,Sunday,January,True
1010,2014-04-10,kitchen towels,Thursday,Thursday,April,False
4264,2014-02-18,newspapers,Tuesday,Tuesday,February,False
2576,2014-07-10,napkins,Thursday,Thursday,July,False
3718,2014-03-30,candles,Sunday,Sunday,March,True
1950,2014-10-11,rolls/buns,Saturday,Saturday,October,True
4520,2014-03-01,mustard,Saturday,Saturday,March,True
1353,2014-12-22,whipped/sour cream,Monday,Monday,December,False
4194,2014-11-19,pastry,Wednesday,Wednesday,November,False
3095,2014-11-26,rolls/buns,Wednesday,Wednesday,November,False
1130,2014-11-01,margarine,Saturday,Saturday,November,True
4796,2014-01-08,curd,Wednesday,Wednesday,January,False
2710,2014-12-18,soda,Thursday,Thursday,December,False
3548,2014-12-03,other vegetables,Wednesday,Wednesday,December,False
3558,2014-11-09,canned fish,Sunday,Sunday,November,True
4474,2014-04-02,butter milk,Wednesday,Wednesday,April,False
3878,2014-11-27,frozen potato products,Thursday,Thursday,November,False
1221,2014-11-15,sugar,Saturday,Saturday,November,True
1009,2014-01-24,canned fish,Friday,Friday,January,False
1169,2014-06-05,napkins,Thursday,Thursday,June,False
3959,2014-12-03,sparkling wine,Wednesday,Wednesday,December,False
2355,2014-12-29,whole milk,Monday,Monday,December,False
2845,2014-11-26,sliced cheese,Wednesday,Wednesday,November,False
2320,2014-03-15,newspapers,Saturday,Saturday,March,True
4169,2014-03-30,frozen vegetables,Sunday,Sunday,March,True
4800,2014-03-14,soda,Friday,Friday,March,False
3972,2014-10-09,soda,Thursday,Thursday,October,False
4322,2014-07-25,misc. beverages,Friday,Friday,July,False
3459,2014-12-04,white bread,Thursday,Thursday,December,False
2654,2014-04-07,misc. beverages,Monday,Monday,April,False
3113,2014-10-11,soda,Saturday,Saturday,October,True
1456,2014-05-26,whipped/sour cream,Monday,Monday,May,False
3947,2014-12-05,cocoa drinks,Friday,Friday,December,False
2230,2014-11-14,processed cheese,Friday,Friday,November,False
4133,2014-08-04,white wine,Monday,Monday,August,False
1761,2014-04-05,shopping bags,Saturday,Saturday,April,True
2958,2014-03-11,soda,Tuesday,Tuesday,March,False
4923,2014-04-03,potato products,Thursday,Thursday,April,False
4412,2014-03-11,root vegetables,Tuesday,Tuesday,March,False
3368,2014-11-19,white wine,Wednesday,Wednesday,November,False
1307,2014-10-03,pastry,Friday,Friday,October,False
4793,2014-11-25,bottled water,Tuesday,Tuesday,November,False
1080,2014-11-02,canned beer,Sunday,Sunday,November,True
4693,2014-06-04,bottled beer,Wednesday,Wednesday,June,False
4167,2014-08-28,detergent,Thursday,Thursday,August,False
3474,2014-01-31,fruit/vegetable juice,Friday,Friday,January,False
3945,2014-10-15,margarine,Wednesday,Wednesday,October,False
3499,2014-10-14,hard cheese,Tuesday,Tuesday,October,False
1753,2014-06-05,cream cheese ,Thursday,Thursday,June,False
2524,2014-03-31,rolls/buns,Monday,Monday,March,False
1105,2014-06-14,other vegetables,Saturday,Saturday,June,True
2581,2014-05-26,bottled water,Monday,Monday,May,False
3793,2014-12-10,canned fruit,Wednesday,Wednesday,December,False
1690,2014-05-30,brown bread,Friday,Friday,May,False
3496,2014-12-20,margarine,Saturday,Saturday,December,True
4526,2014-09-27,sugar,Saturday,Saturday,September,True
4129,2014-04-02,waffles,Wednesday,Wednesday,April,False
1761,2014-10-29,pudding powder,Wednesday,Wednesday,October,False
3498,2014-08-16,coffee,Saturday,Saturday,August,True
2656,2014-03-31,margarine,Monday,Monday,March,False
4262,2014-03-03,domestic eggs,Monday,Monday,March,False
3289,2014-01-24,other vegetables,Friday,Friday,January,False
1679,2014-10-23,rolls/buns,Thursday,Thursday,October,False
2594,2014-01-06,soft cheese,Monday,Monday,January,False
4538,2014-06-18,coffee,Wednesday,Wednesday,June,False
4941,2014-10-25,white bread,Saturday,Saturday,October,True
4564,2014-07-06,shopping bags,Sunday,Sunday,July,True
4290,2014-09-04,ice cream,Thursday,Thursday,September,False
2202,2014-01-02,coffee,Thursday,Thursday,January,False
2343,2014-08-19,candles,Tuesday,Tuesday,August,False
2209,2014-08-25,napkins,Monday,Monday,August,False
1404,2014-10-02,long life bakery product,Thursday,Thursday,October,False
3914,2014-11-12,rolls/buns,Wednesday,Wednesday,November,False
4065,2014-05-06,bottled beer,Tuesday,Tuesday,May,False
4220,2014-08-04,sliced cheese,Monday,Monday,August,False
1074,2014-05-08,oil,Thursday,Thursday,May,False
2434,2014-12-09,detergent,Tuesday,Tuesday,December,False
2633,2014-07-28,long life bakery product,Monday,Monday,July,False
1143,2014-11-18,oil,Tuesday,Tuesday,November,False
3767,2014-06-22,sweet spreads,Sunday,Sunday,June,True
2661,2014-08-28,rolls/buns,Thursday,Thursday,August,False
2093,2014-12-24,whipped/sour cream,Wednesday,Wednesday,December,False
2696,2014-11-23,dishes,Sunday,Sunday,November,True
2927,2014-01-13,rolls/buns,Monday,Monday,January,False
4003,2014-12-21,shopping bags,Sunday,Sunday,December,True
3451,2014-01-08,soda,Wednesday,Wednesday,January,False
1750,2014-06-16,shopping bags,Monday,Monday,June,False
1085,2014-05-25,yogurt,Sunday,Sunday,May,True
2034,2014-06-28,shopping bags,Saturday,Saturday,June,True
4676,2014-02-21,margarine,Friday,Friday,February,False
4132,2014-12-02,Instant food products,Tuesday,Tuesday,December,False
2822,2014-06-16,shopping bags,Monday,Monday,June,False
3645,2014-05-31,chocolate,Saturday,Saturday,May,True
1446,2014-03-26,pasta,Wednesday,Wednesday,March,False
2222,2014-02-22,cling film/bags,Saturday,Saturday,February,True
4426,2014-08-04,oil,Monday,Monday,August,False
1854,2014-09-30,newspapers,Tuesday,Tuesday,September,False
4645,2014-02-05,oil,Wednesday,Wednesday,February,False
2674,2014-09-03,soda,Wednesday,Wednesday,September,False
1369,2014-12-01,sugar,Monday,Monday,December,False
4325,2014-07-19,chocolate,Saturday,Saturday,July,True
4335,2014-06-28,fruit/vegetable juice,Saturday,Saturday,June,True
2642,2014-01-09,long life bakery product,Thursday,Thursday,January,False
1318,2014-02-15,mustard,Saturday,Saturday,February,True
1062,2014-05-08,white bread,Thursday,Thursday,May,False
4131,2014-03-20,napkins,Thursday,Thursday,March,False
3793,2014-11-13,fruit/vegetable juice,Thursday,Thursday,November,False
2618,2014-09-06,soda,Saturday,Saturday,September,True
4090,2014-06-03,specialty bar,Tuesday,Tuesday,June,False
1480,2014-05-05,shopping bags,Monday,Monday,May,False
4078,2014-06-21,soda,Saturday,Saturday,June,True
2817,2014-06-19,bottled water,Thursday,Thursday,June,False
1999,2014-04-02,brown bread,Wednesday,Wednesday,April,False
2490,2014-03-27,shopping bags,Thursday,Thursday,March,False
1991,2014-12-23,bottled beer,Tuesday,Tuesday,December,False
4156,2014-04-03,hygiene articles,Thursday,Thursday,April,False
1215,2014-04-28,sauces,Monday,Monday,April,False
1612,2014-11-26,frozen meals,Wednesday,Wednesday,November,False
3495,2014-02-18,fruit/vegetable juice,Tuesday,Tuesday,February,False
3749,2014-04-29,canned beer,Tuesday,Tuesday,April,False
1514,2014-02-26,bottled water,Wednesday,Wednesday,February,False
2892,2014-11-20,soda,Thursday,Thursday,November,False
4562,2014-05-26,female sanitary products,Monday,Monday,May,False
2568,2014-11-21,hard cheese,Friday,Friday,November,False
2750,2014-01-11,waffles,Saturday,Saturday,January,True
4348,2014-02-11,salty snack,Tuesday,Tuesday,February,False
4241,2014-09-22,popcorn,Monday,Monday,September,False
2707,2014-10-30,margarine,Thursday,Thursday,October,False
4441,2014-02-15,butter,Saturday,Saturday,February,True
1646,2014-07-21,shopping bags,Monday,Monday,July,False
4427,2014-12-08,soda,Monday,Monday,December,False
3764,2014-05-26,sugar,Monday,Monday,May,False
4680,2014-01-23,white wine,Thursday,Thursday,January,False
2155,2014-08-17,candles,Sunday,Sunday,August,True
4510,2014-11-01,whole milk,Saturday,Saturday,November,True
3400,2014-07-10,bottled water,Thursday,Thursday,July,False
3975,2014-04-29,soda,Tuesday,Tuesday,April,False
3775,2014-11-10,newspapers,Monday,Monday,November,False
4893,2014-02-10,sliced cheese,Monday,Monday,February,False
1870,2014-12-07,brown bread,Sunday,Sunday,December,True
1384,2014-02-22,soda,Saturday,Saturday,February,True
4357,2014-09-07,whole milk,Sunday,Sunday,September,True
2035,2014-07-01,rice,Tuesday,Tuesday,July,False
1715,2014-12-08,margarine,Monday,Monday,December,False
4557,2014-07-14,napkins,Monday,Monday,July,False
4235,2014-09-18,soda,Thursday,Thursday,September,False
4041,2014-04-25,canned fish,Friday,Friday,April,False
3937,2014-10-08,UHT-milk,Wednesday,Wednesday,October,False
4577,2014-06-22,napkins,Sunday,Sunday,June,True
1561,2014-04-02,white bread,Wednesday,Wednesday,April,False
4720,2014-01-10,chocolate,Friday,Friday,January,False
1863,2014-06-01,seasonal products,Sunday,Sunday,June,True
3862,2014-03-24,artif. sweetener,Monday,Monday,March,False
1838,2014-08-05,canned beer,Tuesday,Tuesday,August,False
4694,2014-03-21,newspapers,Friday,Friday,March,False
3468,2014-01-21,butter,Tuesday,Tuesday,January,False
4872,2014-10-24,shopping bags,Friday,Friday,October,False
4626,2014-03-23,canned beer,Sunday,Sunday,March,True
2278,2014-11-10,soda,Monday,Monday,November,False
4758,2014-11-15,fruit/vegetable juice,Saturday,Saturday,November,True
3003,2014-05-08,whole milk,Thursday,Thursday,May,False
4683,2014-09-26,curd cheese,Friday,Friday,September,False
1229,2014-07-26,mustard,Saturday,Saturday,July,True
2927,2014-12-11,jam,Thursday,Thursday,December,False
3341,2014-10-06,brown bread,Monday,Monday,October,False
2215,2014-02-02,curd,Sunday,Sunday,February,True
1711,2014-05-09,newspapers,Friday,Friday,May,False
3491,2014-06-21,detergent,Saturday,Saturday,June,True
3505,2014-03-18,meat spreads,Tuesday,Tuesday,March,False
4669,2014-03-14,whole milk,Friday,Friday,March,False
2557,2014-01-29,bottled water,Wednesday,Wednesday,January,False
4283,2014-04-04,candy,Friday,Friday,April,False
4679,2014-09-18,whipped/sour cream,Thursday,Thursday,September,False
2651,2014-01-08,dishes,Wednesday,Wednesday,January,False
4071,2014-06-26,shopping bags,Thursday,Thursday,June,False
2587,2014-12-11,fruit/vegetable juice,Thursday,Thursday,December,False
4091,2014-06-30,meat spreads,Monday,Monday,June,False
3002,2014-12-12,hygiene articles,Friday,Friday,December,False
2035,2014-08-10,white bread,Sunday,Sunday,August,True
2772,2014-08-05,frozen meals,Tuesday,Tuesday,August,False
3431,2014-07-31,canned fish,Thursday,Thursday,July,False
2166,2014-07-14,canned fish,Monday,Monday,July,False
4688,2014-07-07,fruit/vegetable juice,Monday,Monday,July,False
1585,2014-10-16,fruit/vegetable juice,Thursday,Thursday,October,False
1308,2014-08-21,white wine,Thursday,Thursday,August,False
4190,2014-09-30,domestic eggs,Tuesday,Tuesday,September,False
3611,2014-09-21,cake bar,Sunday,Sunday,September,True
3933,2014-12-02,hard cheese,Tuesday,Tuesday,December,False
3877,2014-02-06,soda,Thursday,Thursday,February,False
4787,2014-08-27,fruit/vegetable juice,Wednesday,Wednesday,August,False
2063,2014-06-02,brandy,Monday,Monday,June,False
1940,2014-02-09,yogurt,Sunday,Sunday,February,True
2993,2014-08-16,chewing gum,Saturday,Saturday,August,True
2316,2014-02-18,shopping bags,Tuesday,Tuesday,February,False
2175,2014-08-16,male cosmetics,Saturday,Saturday,August,True
4445,2014-05-23,flower (seeds),Friday,Friday,May,False
3812,2014-04-04,cereals,Friday,Friday,April,False
4577,2014-05-29,frozen meals,Thursday,Thursday,May,False
3248,2014-08-13,other vegetables,Wednesday,Wednesday,August,False
4821,2014-12-12,rolls/buns,Friday,Friday,December,False
2835,2014-01-28,domestic eggs,Tuesday,Tuesday,January,False
1998,2014-02-10,candles,Monday,Monday,February,False
3080,2014-02-15,yogurt,Saturday,Saturday,February,True
3864,2014-12-26,long life bakery product,Friday,Friday,December,False
1410,2014-07-06,kitchen towels,Sunday,Sunday,July,True
4037,2014-12-26,ice cream,Friday,Friday,December,False
1696,2014-06-17,cream cheese ,Tuesday,Tuesday,June,False
3678,2014-07-07,pasta,Monday,Monday,July,False
2644,2014-05-05,misc. beverages,Monday,Monday,May,False
1786,2014-04-23,specialty bar,Wednesday,Wednesday,April,False
2357,2014-11-27,fruit/vegetable juice,Thursday,Thursday,November,False
4478,2014-06-20,roll products ,Friday,Friday,June,False
4294,2014-12-17,butter milk,Wednesday,Wednesday,December,False
1908,2014-01-23,sauces,Thursday,Thursday,January,False
4800,2014-03-11,long life bakery product,Tuesday,Tuesday,March,False
4265,2014-03-08,bottled water,Saturday,Saturday,March,True
4735,2014-05-23,sliced cheese,Friday,Friday,May,False
1290,2014-02-18,rice,Tuesday,Tuesday,February,False
3633,2014-06-13,soda,Friday,Friday,June,False
4992,2014-02-24,margarine,Monday,Monday,February,False
1069,2014-12-18,salt,Thursday,Thursday,December,False
1563,2014-04-27,long life bakery product,Sunday,Sunday,April,True
4146,2014-04-11,root vegetables,Friday,Friday,April,False
4745,2014-08-20,soft cheese,Wednesday,Wednesday,August,False
2138,2014-04-01,seasonal products,Tuesday,Tuesday,April,False
3207,2014-04-24,yogurt,Thursday,Thursday,April,False
2672,2014-05-22,soda,Thursday,Thursday,May,False
1087,2014-06-19,specialty chocolate,Thursday,Thursday,June,False
2259,2014-06-01,processed cheese,Sunday,Sunday,June,True
2597,2014-02-04,fruit/vegetable juice,Tuesday,Tuesday,February,False
2713,2014-09-28,long life bakery product,Sunday,Sunday,September,True
3389,2014-06-30,chocolate,Monday,Monday,June,False
4853,2014-07-23,chocolate,Wednesday,Wednesday,July,False
4788,2014-07-28,whole milk,Monday,Monday,July,False
2957,2014-02-26,fruit/vegetable juice,Wednesday,Wednesday,February,False
4134,2014-09-30,whole milk,Tuesday,Tuesday,September,False
3773,2014-09-11,frozen fish,Thursday,Thursday,September,False
4309,2014-04-13,waffles,Sunday,Sunday,April,True
4959,2014-10-18,rolls/buns,Saturday,Saturday,October,True
1895,2014-02-13,soups,Thursday,Thursday,February,False
1824,2014-03-28,chocolate,Friday,Friday,March,False
4504,2014-03-02,seasonal products,Sunday,Sunday,March,True
4109,2014-04-23,margarine,Wednesday,Wednesday,April,False
3549,2014-03-14,yogurt,Friday,Friday,March,False
1293,2014-08-16,canned beer,Saturday,Saturday,August,True
2006,2014-10-26,pot plants,Sunday,Sunday,October,True
2918,2014-05-27,rolls/buns,Tuesday,Tuesday,May,False
4250,2014-10-25,shopping bags,Saturday,Saturday,October,True
1146,2014-01-30,curd,Thursday,Thursday,January,False
1173,2014-08-07,specialty bar,Thursday,Thursday,August,False
4324,2014-10-29,butter milk,Wednesday,Wednesday,October,False
3397,2014-10-28,whipped/sour cream,Tuesday,Tuesday,October,False
4990,2014-04-15,cream cheese ,Tuesday,Tuesday,April,False
2548,2014-05-28,waffles,Wednesday,Wednesday,May,False
4433,2014-10-31,bottled water,Friday,Friday,October,False
2912,2014-11-08,newspapers,Saturday,Saturday,November,True
3661,2014-03-04,pastry,Tuesday,Tuesday,March,False
3402,2014-01-08,newspapers,Wednesday,Wednesday,January,False
4650,2014-05-28,pastry,Wednesday,Wednesday,May,False
4890,2014-11-08,fruit/vegetable juice,Saturday,Saturday,November,True
1748,2014-08-14,rolls/buns,Thursday,Thursday,August,False
4606,2014-05-30,long life bakery product,Friday,Friday,May,False
3079,2014-04-13,mustard,Sunday,Sunday,April,True
3903,2014-04-07,baking powder,Monday,Monday,April,False
4221,2014-05-04,dish cleaner,Sunday,Sunday,May,True
1066,2014-06-12,oil,Thursday,Thursday,June,False
4762,2014-03-28,rolls/buns,Friday,Friday,March,False
4955,2014-12-10,processed cheese,Wednesday,Wednesday,December,False
1416,2014-08-15,cream cheese ,Friday,Friday,August,False
4761,2014-05-23,frozen fish,Friday,Friday,May,False
3956,2014-08-07,margarine,Thursday,Thursday,August,False
4125,2014-09-21,pastry,Sunday,Sunday,September,True
3470,2014-11-22,flower (seeds),Saturday,Saturday,November,True
1899,2014-12-09,dessert,Tuesday,Tuesday,December,False
2241,2014-01-22,butter,Wednesday,Wednesday,January,False
2449,2014-08-07,newspapers,Thursday,Thursday,August,False
3618,2014-07-22,brown bread,Tuesday,Tuesday,July,False
1510,2014-12-24,domestic eggs,Wednesday,Wednesday,December,False
2804,2014-03-21,fruit/vegetable juice,Friday,Friday,March,False
3769,2014-02-16,pickled vegetables,Sunday,Sunday,February,True
4435,2014-12-06,salty snack,Saturday,Saturday,December,True
1641,2014-08-11,bottled beer,Monday,Monday,August,False
1798,2014-12-15,pastry,Monday,Monday,December,False
4623,2014-01-09,newspapers,Thursday,Thursday,January,False
2496,2014-06-24,soda,Tuesday,Tuesday,June,False
4112,2014-10-14,whipped/sour cream,Tuesday,Tuesday,October,False
1617,2014-02-07,sauces,Friday,Friday,February,False
2849,2014-08-28,bottled water,Thursday,Thursday,August,False
2426,2014-08-19,bottled water,Tuesday,Tuesday,August,False
1895,2014-11-23,soft cheese,Sunday,Sunday,November,True
2118,2014-01-16,butter milk,Thursday,Thursday,January,False
4590,2014-08-19,candy,Tuesday,Tuesday,August,False
1851,2014-08-11,flour,Monday,Monday,August,False
1186,2014-04-17,soda,Thursday,Thursday,April,False
2656,2014-10-19,pot plants,Sunday,Sunday,October,True
3563,2014-08-14,newspapers,Thursday,Thursday,August,False
3989,2014-04-26,ready soups,Saturday,Saturday,April,True
1393,2014-08-26,pastry,Tuesday,Tuesday,August,False
1706,2014-04-02,yogurt,Wednesday,Wednesday,April,False
2111,2014-11-12,shopping bags,Wednesday,Wednesday,November,False
3593,2014-04-06,chocolate,Sunday,Sunday,April,True
4255,2014-09-29,yogurt,Monday,Monday,September,False
4089,2014-03-18,dessert,Tuesday,Tuesday,March,False
3861,2014-02-12,whipped/sour cream,Wednesday,Wednesday,February,False
1358,2014-10-16,whipped/sour cream,Thursday,Thursday,October,False
3016,2014-04-21,whipped/sour cream,Monday,Monday,April,False
4563,2014-01-28,frozen fish,Tuesday,Tuesday,January,False
1074,2014-01-29,detergent,Wednesday,Wednesday,January,False
4933,2014-02-01,hard cheese,Saturday,Saturday,February,True
4096,2014-05-23,pasta,Friday,Friday,May,False
2087,2014-06-29,whole milk,Sunday,Sunday,June,True
2766,2014-05-27,candles,Tuesday,Tuesday,May,False
2236,2014-04-22,shopping bags,Tuesday,Tuesday,April,False
1651,2014-02-04,hygiene articles,Tuesday,Tuesday,February,False
2423,2014-02-12,roll products ,Wednesday,Wednesday,February,False
2420,2014-07-17,soda,Thursday,Thursday,July,False
4145,2014-02-13,candy,Thursday,Thursday,February,False
2616,2014-04-09,soda,Wednesday,Wednesday,April,False
4323,2014-09-20,detergent,Saturday,Saturday,September,True
1792,2014-11-24,frozen vegetables,Monday,Monday,November,False
2977,2014-11-26,processed cheese,Wednesday,Wednesday,November,False
4375,2014-01-31,butter,Friday,Friday,January,False
2232,2014-02-03,bottled water,Monday,Monday,February,False
2905,2014-01-17,waffles,Friday,Friday,January,False
1912,2014-03-19,pot plants,Wednesday,Wednesday,March,False
4665,2014-11-05,shopping bags,Wednesday,Wednesday,November,False
3325,2014-04-24,UHT-milk,Thursday,Thursday,April,False
2153,2014-02-14,soda,Friday,Friday,February,False
1798,2014-06-16,instant coffee,Monday,Monday,June,False
3934,2014-03-27,rolls/buns,Thursday,Thursday,March,False
4484,2014-06-06,whipped/sour cream,Friday,Friday,June,False
2713,2014-05-08,ketchup,Thursday,Thursday,May,False
1533,2014-02-10,specialty fat,Monday,Monday,February,False
1529,2014-03-01,preservation products,Saturday,Saturday,March,True
1905,2014-08-25,chewing gum,Monday,Monday,August,False
3361,2014-12-19,butter milk,Friday,Friday,December,False
2195,2014-09-19,other vegetables,Friday,Friday,September,False
3221,2014-03-17,fruit/vegetable juice,Monday,Monday,March,False
3667,2014-09-15,candy,Monday,Monday,September,False
2129,2014-02-19,oil,Wednesday,Wednesday,February,False
1233,2014-06-09,whipped/sour cream,Monday,Monday,June,False
2675,2014-09-01,UHT-milk,Monday,Monday,September,False
2701,2014-06-17,rolls/buns,Tuesday,Tuesday,June,False
1788,2014-07-09,long life bakery product,Wednesday,Wednesday,July,False
2876,2014-12-20,whole milk,Saturday,Saturday,December,True
4465,2014-12-29,onions,Monday,Monday,December,False
4330,2014-12-07,mustard,Sunday,Sunday,December,True
2459,2014-03-01,curd,Saturday,Saturday,March,True
1739,2014-09-11,pastry,Thursday,Thursday,September,False
2524,2014-04-07,chocolate,Monday,Monday,April,False
2273,2014-11-25,whole milk,Tuesday,Tuesday,November,False
4557,2014-08-12,rum,Tuesday,Tuesday,August,False
2505,2014-02-02,fruit/vegetable juice,Sunday,Sunday,February,True
3882,2014-08-01,hard cheese,Friday,Friday,August,False
3308,2014-09-12,soda,Friday,Friday,September,False
2605,2014-08-30,ketchup,Saturday,Saturday,August,True
4180,2014-04-21,white bread,Monday,Monday,April,False
3551,2014-10-14,root vegetables,Tuesday,Tuesday,October,False
4406,2014-02-02,other vegetables,Sunday,Sunday,February,True
4962,2014-10-04,condensed milk,Saturday,Saturday,October,True
4799,2014-04-17,sweet spreads,Thursday,Thursday,April,False
1862,2014-10-23,soda,Thursday,Thursday,October,False
2043,2014-02-01,waffles,Saturday,Saturday,February,True
4440,2014-07-10,whipped/sour cream,Thursday,Thursday,July,False
3139,2014-07-07,pot plants,Monday,Monday,July,False
4344,2014-10-30,softener,Thursday,Thursday,October,False
1616,2014-12-06,whole milk,Saturday,Saturday,December,True
3374,2014-07-29,bottled water,Tuesday,Tuesday,July,False
1881,2014-07-15,whipped/sour cream,Tuesday,Tuesday,July,False
4372,2014-01-30,pastry,Thursday,Thursday,January,False
4036,2014-01-22,cat food,Wednesday,Wednesday,January,False
2325,2014-10-22,rolls/buns,Wednesday,Wednesday,October,False
1951,2014-07-27,napkins,Sunday,Sunday,July,True
1862,2014-10-27,domestic eggs,Monday,Monday,October,False
